Name,Duplicate,Founding_Year,Location,Description,Portfolio,Investments,Lead_Investments,Article_Mentions,Exits,Exits_IPO,IRR,TVPI,DPI,RVPI,Contributed,Distributed,Distributed_NAV,Fund_NAV,Gain_Since_Inception,Employees,Founders,Industries,Last_Updated,Funding_Rounds,Fund_Status,Fund_Name,Last_Funding,Total_Funding,Website,Crunchbase,holistic
Skywood Capital 天木资本,,2015,"Santa Clara, California, United States",Cross-border VC fund backed by top CEOs and co-founders with both fund and team based in Silicon Valley and China,10,10,0,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Alex Wang, Alex Wang, Ranger Wang, Shen Cao, Tom Zhang, Xiao Zhang","Angel Investment, Big Data, Health Care, Venture Capital",0,0,,,,0,http://www.skywoodcapital.com,https://www.crunchbase.com/organization/skywood-capital,204.79999999999998
TJNS Capital,,2017,"New York, NY",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,TJNS Fund II,"Dec 31, 2017",2590000,,,259201.7
Tech Square Ventures,,2014,"Atlanta, Georgia, United States","Tech Square Ventures is a seed & early-stage venture fund that investing in cloud, internet of things, and university spinouts",10,15,7,11,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Blake Patton,"Information Technology, Internet of Things, SaaS, Venture Capital",0,0,,,,0,http://www.techsquareventures.com/,https://www.crunchbase.com/organization/tech-square-ventures,205.89999999999998
SymphonyAlpha Ventures,,2014,"Madison, Wisconsin, United States",SymphonyAlpha Ventures provides investments to firms in the healthcare technology industry.,5,6,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Health Care, Venture Capital",0,0,,,,0,http://www.symphonyalpha.com,https://www.crunchbase.com/organization/symphonyalpha-ventures,202.9
SVG Ventures,,2011,"Los Gatos, CA",,0,16,0,0,0,0,3.8,1.15,0.0,1.15,4.25,0.0,4.89,4.89,0.64,,,,2018,0,Closed,SVG Technology Fund I,"Mar 20, 2011",4250000,,,425203.374
Zigg Capital,,2018,"New York, NY",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Zigg Capital I,"Dec 31, 2018",0,,,201.9
Studio VC,,2015,"New York, New York, United States",Studio VC is a venture fund that provides capital and operational guidance to growing companies with breakout potential.,9,9,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Liam Lynch,"Business Development, Finance, Financial Services",0,0,,,,0,http://www.Studio.VC,https://www.crunchbase.com/organization/studio-vc,203.4
SaaStr Fund,,2016,"Palo Alto, California, United States",The SaaStr Fund is a $70m venture fund that focuses on early-ish stage investments exclusively in SaaS/enterprise/B2B start-ups.,6,8,3,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Jason Lemkin,,0,0,,,,0,http://www.saastrfund.com/,https://www.crunchbase.com/organization/saastr-fund,203.70000000000005
Unshackled Ventures,,2015,"Palo Alto, California, United States",Unshackled Ventures is an early stage venture capital fund for immigrant founded startups.,19,27,20,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Manan Mehta, Nitin Pachisia",Venture Capital,0,0,,,,0,http://unshackledvc.com/,https://www.crunchbase.com/organization/unshackled-ventures,208.79999999999998
The Perkins Fund,,2016,"San Francisco, California, United States",The Perkins Fund is boutique venture capital fund that invests in people and companies that matter.,38,59,4,2,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Sonja Perkins,"Finance, Financial Services, Venture Capital",0,0,,,,0,http://www.theperkinsfund.com,https://www.crunchbase.com/organization/the-perkins-fund,212.60000000000002
WME Ventures,,2015,"New York, New York, United States",WME Ventures is an NYC-based early stage venture capital fund that provides investments to its clients.,10,15,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Beth Ferreira,Venture Capital,0,1,Fully Invested,WME Venture Capital,"Nov 15, 2016",50000000,http://www.wmevc.com,https://www.crunchbase.com/organization/wme-ventures,5000204.0
Tactics II Stem Cell General Partners,,2010,"Northbrook, IL",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Fully Invested,Tactics II Stem Cell Ventures,,27190000,,,2719201.3
Transcend Fund,,2020,"San Francisco, CA",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Transcend Fund,"Apr 23, 2020",50000000,,,5000201.9
UAVenture Capital,,2012,"Tucson, Arizona, United States",UAVenture Capital is a Investment fund.,7,8,6,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Michael N. Deitch,Financial Services,0,0,,,,0,https://www.uaventurecap.com/,https://www.crunchbase.com/organization/uaventure-capital,203.70000000000002
Vilicus Ventures,,2012,"Minneapolis, Minnesota, United States","Vilicus Ventures specializes in early- to late-stage investments in the software, healthcare technology, and IT sectors.",7,9,2,1,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Jon P. Otterstatter, Matt Otterstatter","Analytics, Health Care, Information Technology, Venture Capital",0,0,,,,0,http://www.vilicusventures.com,https://www.crunchbase.com/organization/vilicus-ventures-llc,203.79999999999998
Rebel Venture Fund,,0,"Las Vegas, NV",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,UNLV’s Rebel Venture Fund,,0,,,0.2
Quest Venture Partners,,2013,"Palo Alto, CA",,0,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Quest Venture Partners Fund II,,45000000,,,4500204.1
Stonehenge Growth Equity Partners,Duplicate,2013,"New York, NY",,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Stonehenge Growth Equity Innovate NY Fund,"Dec 31, 2012",7000000,,,700202.8
WillowWorks,,2016,"Columbus, Ohio, United States",WillowWorks focuses on early-stage investments and strategic partnerships that deliver innovation to broad markets.,8,8,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,"Artificial Intelligence, Assistive Technology, B2B, Blockchain, Cannabis, Cryptocurrency, Information Technology, Machine Learning, PaaS, SaaS",0,0,,,,0,http://www.willowworksco.com,https://www.crunchbase.com/organization/willowworks,203.80000000000004
SRI Capital,,2018,"Philadelphia, PA",,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,SRI Capital Fund I,,45200000,,,4520202.7
The JumpFund,,2014,"Chattanooga, Tennessee, United States","Seed and grow strong, female-led ventures in the Southeast U.S. ",19,19,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Cory Allison, Kristina Montague, Shelley Prevost",Venture Capital,0,0,,,,0,http://thejumpfund.com/,https://www.crunchbase.com/organization/the-jumpfund,205.4
The Longevity Fund,,2011,"San Francisco, California, United States",The Longevity Fund finds and funds companies that aim to extend the period of healthy human life.,10,12,0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Laura Deming,"Biotechnology, Financial Services",0,0,,,,0,http://longevity.vc/,https://www.crunchbase.com/organization/the-longevity-fund,203.7
Refinery Ventures,,2017,"Cincinnati, OH",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Refinery Venture Fund I,"Dec 31, 2017",10730000,,,1073201.7
Supernode Ventures,,2018,"New York, New York, United States",Supernode Ventures is a venture capital firm investing in early stage technology companies.,15,20,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Jennifer Friedman, Laurel Touby",,0,0,,,,0,http://www.supernode.vc,https://www.crunchbase.com/organization/supernode-ventures,205.60000000000002
Urban Innovation Fund,,0,"San Francisco, CA",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,Urban Innovation Fund II,,0,,,0.1
Wakefield Group,,0,"Chapel Hill, NC",,0,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Fully Invested,Wakefield Group IV,,0,,,1.9000000000000001
Unitus Ventures,,2012,"Seattle, Washington, United States",Unitus Ventures is India's leading venture fund supporting early-stage tech startups with India scale and global potential..,35,51,16,151,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,Dave Richards,"Finance, Venture Capital",0,1,,,"Jan 1, 2019",0,http://unitus.vc,https://www.crunchbase.com/organization/unitus-ventures,226.70000000000002
Stage Venture Partners,Duplicate,2014,"Los Angeles, California, United States",Stage Venture Partners is a seed venture capital firm that invests in emerging software technology for B2B markets.,21,29,8,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Alex Rubalcava, Rob Vickery","Financial Services, Smart Building, Venture Capital",0,0,,,,0,http://www.stagevp.com/,https://www.crunchbase.com/organization/stage-venture-partners,208.20000000000002
Windforce Ventures,,2012,"New York, New York, United States",Windforce Ventures is a venture capital firm specialized in early-stage social media and mobile technology investments.,12,14,1,7,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Jason Stein, Mario Montoya, Michoel Ogince","B2B, Finance, Mobile, Social Media, Venture Capital",0,0,,,,0,http://windforceventures.com,https://www.crunchbase.com/organization/windforce-ventures,204.9
West Health Investment Fund,,2011,"San Diego, CA",,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Fully Invested,West Health Investment Fund,"Oct 19, 2011",100000000,,,10000202.4
"Salvor Fund Management, LLC",,2010,"Palm Bay, Florida, United States",Salvor Fund Management LLC is a multi-strategy investment firm which supports for specified private & public portfolio companies.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,,,0,http://www.salvorfunds.com,https://www.crunchbase.com/organization/salvor-fund-management-llc,201.0
The Vertical Group,,0,"Basking Ridge, NJ",,0,55,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Vertical Fund I,,0,,,5.4
Trail Mix Ventures,,2016,"New York, New York, United States",Trail Mix Ventures is an early-stage investment firm that focuses on the future of living well.,10,11,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Marina Hadjipateras, Soraya Darabi","Internet, Venture Capital",2018,1,Closed,Trail Mix Ventures Fund,"Jul 12, 2018",11210000,http://www.trailmix.vc/,https://www.crunchbase.com/organization/trail-mix-ventures,1121204.1
Urban Us,,2013,"Brooklyn, New York, United States","Urban Us is the leading early stage investor for startups re-imagining cities, supporting founders from product launch to global growth.",65,90,2,20,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Shaun Abrahamson, Stonly Baptiste","CleanTech, Energy, GovTech, Smart Building, Venture Capital",0,0,,,,0,http://urban.us,https://www.crunchbase.com/organization/urban-us,219.1
Starta Ventures,Duplicate,2011,"New York, New York, United States",Starta Ventures is a seed stage fund located in New York. They are investing instartups with European R&D roots.,27,34,9,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Alexey Girin, Ekaterina Dorozhkina, Sergey Vasilev","Angel Investment, Financial Services, Venture Capital",0,0,,,,0,http://www.startaventures.com,https://www.crunchbase.com/organization/starta-capital,208.4
VDOSH,,2015,"Encino, California, United States",VDOSH is a Micro VC firm that connects accredited investors with vetted pre-seed and seed level startup investments.  ,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Vishal Arora,"Angel Investment, Crowdfunding, Funding Platform, Venture Capital",0,0,,,,0,http://www.vdosh.com/,https://www.crunchbase.com/organization/vdosh,201.7
Space Capital,Duplicate,2017,"New York, NY",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Space Capital,"Apr 19, 2019",16000000,,,1600201.7
Wisemont Capital,,2015,"Seattle, Washington, United States","Wisemont Capital fund makes equity investments in early-stage technology companies with a primary focus on wireless and mobility, software.",12,14,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nov-50,"Jun Li, Qiang Wan",,0,1,Closed,Wisemont Capital,"Jan 1, 2016",750000,http://www.wisemontcapital.com/,https://www.crunchbase.com/organization/wisemont-capital-2,75204.1
reInvention Capital,,2010,"Westport, Connecticut, United States",reInvention Capital is a Connecticut-based venture capital firm that offers angel investments for startups and services to entrepreneurs.,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,,,0,http://www.reinventioncapital.com,https://www.crunchbase.com/organization/reinvention-capital,201.39999999999998
Valence Life Sciences,,2013,"New York, NY",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Valence Advantage Life Sciences Fund II,"Dec 31, 2013",60800000,,,6080201.6
Reciprocal Ventures,,2017,"New York, NY",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Reciprocal Ventures I,"Dec 31, 2017",25000000,,,2500201.8
Rocketship,Duplicate,2019,"Los Altos, CA",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Rocketship.vc Fund II,"Dec 31, 2019",0,,,202.0
Sandalphon Capital,,2016,"Chicago, IL",,0,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Sandalphon Ventures I,"Jul 30, 2017",5000000,,,500203.6
SRI Capital,Duplicate,2011,"Philadelphia, Pennsylvania, United States","Early stage venture fund, operating in the US and India",21,24,15,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Sashi Reddi,Venture Capital,0,0,,,,0,http://www.sricapital.com,https://www.crunchbase.com/organization/sri-capital,207.40000000000003
Rock River Capital Partners,,2018,"Madison, WI",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Rock River Capital Partners Fund I,"Nov 9, 2018",23480000,,,2348201.8
S2 Capital,,2014,"San Francisco, California, United States","S2 Capital is a San Francisco-based, micro venture capital fund focused on seed-stage investments.",25,26,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Samvit Ramadurgam, Sohail Prasad","Angel Investment, Finance, Venture Capital",0,0,,,,0,http://s2capital.vc,https://www.crunchbase.com/organization/s2capital,206.9
Upside Partnership,Duplicate,2014,"Mill Valley, California, United States",Upside Partnership is a true seed-stage investment firm building a portfolio of purpose-built founders creating high-profile companies,26,40,0,14,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Kent Goldman,Financial Services,0,0,,,,0,http://upsidevc.com/,https://www.crunchbase.com/organization/upside-partnership,209.8
Radicle Impact,Duplicate,2013,"San Francisco, CA",,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Emerging Impact Fund,"Apr 15, 2013",5030000,,,503201.7
Revel Partners,,2011,"New York, NY",,0,23,0,0,0,0,0.63,6.28,5.5,0.78,10.0,55.0,62.8,7.8,52.8,,,,2019,0,Closed,Revel Venture Fund I,,10000000,,,1000209.999
Zeno Ventures,,2016,"San Francisco, California, United States",Zeno Ventures invests in early stage technology enabled companies addressing consumer and enterprise markets.,11,12,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Christopher Kile, Duarte Moreira","Consumer, Enterprise, Venture Capital",0,0,,,,0,http://zenoventures.com/,https://www.crunchbase.com/organization/zeno-ventures,204.1
Swell Partners,,2014,"New York, New York, United States","Early-stage VC that invests in extraordinary founders building category-creating companies, and gives them an unfair recruiting advantage.",1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Jay Patil, Rusty Ralston",Internet,0,0,,,,0,http://www.swell.vc/,https://www.crunchbase.com/organization/swell-partners,201.6
Ulu Ventures,Duplicate,0,"Palo Alto, CA",,0,44,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Ulu Ventures Fund II,,41080000,,,4108004.4
Worldwide Investor Network,,2011,"New York, New York, United States",NY-Based post seed program providing strategic access and hands on support to global entrepreneurs looking to succeed in the US market,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,"Big Data, Digital Media, Finance, Mobile",0,0,,,,0,http://worldwideinvestornetwork.com,https://www.crunchbase.com/organization/worldwide-investor-network,201.40000000000003
Simplexity Venture Studio Fund,,2016,"San Diego, California, United States","Simplexity Venture Studio Fund is a co-founding venture studio that helps entrepreneurs with a combination of capital, and deep support.",5,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Clifford Boro,"B2B, Enterprise Software, eSports, Financial Services, FinTech, Health Care, Information Technology, Internet, Mobile, Software",0,0,,,,0,https://simplexity.co/simplexity-venture-studio-fund/,https://www.crunchbase.com/organization/simplexity-venture-studio-fund,202.70000000000002
Venture for America,,2017,"New York, NY",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,VFA Fund I,"Dec 31, 2017",1020000,,,102201.9
Spectrum Health Ventures,,0,"Grand Rapids, MI",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Spectrum Health Ventures Fund,,100000000,,,10000000.0
US Israel Business Council,,2011,"New York, New York, United States","Network of investors, execs, & startups",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gil Galanos,"Angel Investment, Finance, Venture Capital",0,0,,,,0,http://www.usibc.org,https://www.crunchbase.com/organization/us-israel-business-council,201.10000000000002
Story Ventures,,2016,"New York, New York, United States",Story Ventures is an NY-based VC fund. We focus on entrepreneurs with big visions that leverage technology and improved data processing.,16,22,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Jacob Yormak,Venture Capital,0,0,,,,0,http://storyventures.vc,https://www.crunchbase.com/organization/story-ventures,205.89999999999998
Trend Forward Capital,,2018,"San Jose, CA",,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Trend Forward Capital I,"Jan 25, 2018",100000000,,,10000201.9
Richmond Global Ventures,,2015,"Miami, FL",,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Richmond Global Ventures,"Dec 31, 2015",67680000,,,6768201.6
Serena Ventures,,2014,"San Francisco, California, United States",Serena Ventures focuses on early stage companies.,28,32,2,15,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Serena Williams,,0,0,,,,0,https://www.serenaventures.com/,https://www.crunchbase.com/organization/serena-ventures,209.29999999999998
QueensBridge Venture Partners,,2014,"Los Angeles, California, United States","QueensBridge Venture Partners, LLC (""QBVP) has a history of engaging in highly competitive and visible markets.",116,133,0,62,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Ajay Relan, Anand Murthy, Anthony Saleh, Craig Vaughan, Dee Murthy, Nasir ""Nas"" Jones","Financial Services, Venture Capital",0,0,,,,0,http://www.qbvp.com,https://www.crunchbase.com/organization/queensbridge-venture-partners,236.2
Space Capital,,0,"New York, NY",,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Open,Space Capital GPS Fund,,0,,,0.0
Sand Hill East,,2013,"Basking Ridge, New Jersey, United States","Sand Hill East is an early-stage company engaged in business plan creation, consulting, acceleration, and strategic introductions.",10,12,0,8,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,Andy Brown,"FinTech, Mobile, SaaS",0,0,,,,0,http://www.sandhilleast.net,https://www.crunchbase.com/organization/sand-hill-east,204.5
Yes VC,,2018,"San Francisco, California, United States","A new, San Francisco-based pre-seed and seed-stage firm.",12,12,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Caterina Fake, Jyri Engestrom",Venture Capital,0,0,,,,0,https://yes.vc/,https://www.crunchbase.com/organization/yes-vc,204.49999999999997
Seven Peaks Ventures,Duplicate,2018,"Bend, OR",,0,11,0,0,0,0,-10.2,0.83,0.0,0.83,9.82,0.0,8.14,8.14,-1.68,,,,2020,0,Closed,Seven Peaks Ventures Fund II,"Aug 31, 2018",28050000,,,2805201.878
Spiral Sun Ventures,Duplicate,0,"Chicago, IL",,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,Closed,Spiral Sun Fund I,,2500000,,,250000.2
Yearling Management,,2012,"Louisville, KY",,0,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Fully Invested,The Yearling Fund II,"Mar 30, 2012",7000000,,,700202.3
"Tumml, Urban Innovation Fund",,2018,"San Francisco, CA",,0,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,Closed,Urban Innovation Fund I,,24500000,,,2450203.9
Rough Draft Ventures,,2012,"Cambridge, Massachusetts, United States","Rough Draft Ventures is a student-led team that funds technology-focused university entrepreneurs in Boston, Massachusetts.",74,77,5,31,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,"Bilal Zuberi, Nitesh Banta, Peter Boyce II, Zach Hamed","Finance, Financial Services, Venture Capital",0,0,,,,0,http://roughdraft.vc,https://www.crunchbase.com/organization/rough-draft-ventures,220.8
Tribal Ventures,Duplicate,2012,"New York, New York, United States","Tribal Ventures is an early stage investment fund based in New York City and Princeton, NJ.",2,2,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jan,,,0,0,,,,0,http://tribalventures.com,https://www.crunchbase.com/organization/tribal-ventures-2,201.79999999999998
